"task_id","simulation_seed","observed_data_md5","model","display_model","error_scope","mean_error_value"
16,1016,"a714e996eac59ec21285ac81b9fb5223","constant_B","Constant-B","After week 5",1.53793011175085
17,1017,"c1dff99001cdd2a71a8c5de229779c6a","constant_B","Constant-B","After week 5",1.15016612035079
18,1018,"b6d242ccc65d51d758e56f6a2b2246d6","constant_B","Constant-B","After week 5",1.18568120010188
19,1019,"13d489a8a65aa7a169791da7e2e871a6","constant_B","Constant-B","After week 5",2.00077600086133
20,1020,"714f6bb12c5d63009433470452ca002b","constant_B","Constant-B","After week 5",1.53923843026414
21,1021,"c46a7b2a22c4a8bed8a3c2537dbc0243","constant_B","Constant-B","After week 5",1.50305864407235
22,1022,"37fb1b826b530c406841fb3dc0dd2a19","constant_B","Constant-B","After week 5",1.64299691374207
23,1023,"5391b651cef3ef3752fc04bfb4f6d8ab","constant_B","Constant-B","After week 5",1.84133364117703
24,1024,"f17101a77a91a5858651ca092461a15e","constant_B","Constant-B","After week 5",1.35857477392809
25,1025,"5bffd9597ff51651a7b3c018b0060e43","constant_B","Constant-B","After week 5",1.62975884978758
26,1026,"7d638818fac5c183766d7bd337251990","constant_B","Constant-B","After week 5",1.74702146299026
27,1027,"febf6d542123ef85142ab3d7c88fd4f9","constant_B","Constant-B","After week 5",1.47995923009101
28,1028,"fa30cb31cb12a8463966a31a9ac1f66d","constant_B","Constant-B","After week 5",1.89207095808367
29,1029,"f88e4728f80479179227d46e3ae73be8","constant_B","Constant-B","After week 5",1.21958871643066
30,1030,"6d8fcd9da06daac4afecfcdf2af73043","constant_B","Constant-B","After week 5",1.62788221044401
31,1031,"1f4f623a1599fc68865ccca5c8e38092","constant_B","Constant-B","After week 5",1.47812417596384
32,1032,"8b18f38744449f8e8c5016a5c62a9db0","constant_B","Constant-B","After week 5",1.69542834639333
33,1033,"1c656b251cec47b7f90e7590d6f84c85","constant_B","Constant-B","After week 5",2.06901172255123
34,1034,"6295649cce30d443915163e1f486574c","constant_B","Constant-B","After week 5",1.85115721588948
35,1035,"05c8b3ee0cc2e85807ddffab0af38be8","constant_B","Constant-B","After week 5",1.41597968379106
36,1036,"12e163742e3ae8e7eef3194a703ebcdb","constant_B","Constant-B","After week 5",1.20201017767162
37,1037,"129fa3be8b0ee7a384bf1d0e5525258e","constant_B","Constant-B","After week 5",1.48078113177875
38,1038,"2cb84ae4bd553be0419d1e71639da95a","constant_B","Constant-B","After week 5",1.11362307709047
39,1039,"42f80019227937c2a1292d80471ad885","constant_B","Constant-B","After week 5",1.54447810288694
40,1040,"ab1d08dee64fd498a66e009327aa8634","constant_B","Constant-B","After week 5",1.48906752663139
41,1041,"287dedf1d0604d7339bf2699355ae974","constant_B","Constant-B","After week 5",1.32871510544742
42,1042,"a0f4bf165f246f2d852e7cb15677c6d0","constant_B","Constant-B","After week 5",1.46161618736549
43,1043,"98bd9bf2f837f4d00af88dbb60b77b5c","constant_B","Constant-B","After week 5",1.48759088001932
44,1044,"7fc16f6007b4caa0fad7b388de798f61","constant_B","Constant-B","After week 5",1.6174608913823
45,1045,"ea38700766ed00739f841a67050a1f0f","constant_B","Constant-B","After week 5",1.45761123297541
46,1046,"9df354b439dcb34c0723dc7a22427817","constant_B","Constant-B","After week 5",2.50023698758207
47,1047,"a27592b2dc2d1f22ae7b3b7d52d6c6e8","constant_B","Constant-B","After week 5",2.24346087790554
48,1048,"e149dfe63fefba3d9450d8ebe55e2be8","constant_B","Constant-B","After week 5",1.54002529146257
49,1049,"c24fd9ec2467b6f39b42b31426dcbff7","constant_B","Constant-B","After week 5",1.25041421524712
50,1050,"7dc1a3b5ba09f2ddcb65bf5b7422a9ed","constant_B","Constant-B","After week 5",1.82065203685575
51,1051,"900920f25b406cb0530e847b193e6c9b","constant_B","Constant-B","After week 5",1.52044140521957
52,1052,"94c869cc26cd44cd9de1033132a41b1b","constant_B","Constant-B","After week 5",2.03336989721952
53,1053,"21c503be1bfd17d135902892b999365f","constant_B","Constant-B","After week 5",1.24608942307599
54,1054,"bb6ab35a8708f3f23940941298b79dbc","constant_B","Constant-B","After week 5",1.58533592186518
55,1055,"7481513b9e19d7a30b033ad1490d6f16","constant_B","Constant-B","After week 5",1.1215317564414
56,1056,"08c1962e5f9bd4d5168d1afa7314d508","constant_B","Constant-B","After week 5",1.78878640696353
57,1057,"0fa2ff4b3c51077ca4a85e846724b31e","constant_B","Constant-B","After week 5",0.87417526560684
58,1058,"fb197f5caf6d73b93cf36910dcf5bd62","constant_B","Constant-B","After week 5",1.39304195218448
59,1059,"85c4aca3511ef3a6574f147464f1b8a6","constant_B","Constant-B","After week 5",1.28949659485557
60,1060,"0f9b10d21fc1c74a53d447b4ab6c4a76","constant_B","Constant-B","After week 5",1.59172959338508
61,1061,"ef64f00e9a05074fb3305ee8fb186803","constant_B","Constant-B","After week 5",1.59222150562988
62,1062,"a04acf843bb2ea72629f7c891c0bc0d1","constant_B","Constant-B","After week 5",1.50080514528646
63,1063,"0b8692e4c4282eea08c84c3a7521bdca","constant_B","Constant-B","After week 5",1.6375531434123
64,1064,"65224e6e0078d6ba21ee5d2bd4a6c743","constant_B","Constant-B","After week 5",1.22778369252641
65,1065,"d23c93587fac0bd4c1fffe812bf746e2","constant_B","Constant-B","After week 5",1.75527088188311
66,1066,"b503c7aa16489912e1de4bcf79bdc277","constant_B","Constant-B","After week 5",1.7935036309427
67,1067,"a64edf122ea9288d9cc5843d572b4219","constant_B","Constant-B","After week 5",2.16664879407241
68,1068,"e2dc17973047d198b1f70625999d7313","constant_B","Constant-B","After week 5",1.79712945156158
69,1069,"8e4ff1513256eaffe3731b1dbc82ec29","constant_B","Constant-B","After week 5",1.49196396332452
70,1070,"3f39c2020f727aeaa01ef9ba099939bb","constant_B","Constant-B","After week 5",1.23123589329053
71,1071,"f8a2941f2630be877dd64b0b25a3e9dd","constant_B","Constant-B","After week 5",1.80912316854739
72,1072,"4ef60d1f950055935545ba4d8849c6a4","constant_B","Constant-B","After week 5",1.83407953574125
73,1073,"23ed6d0e534e19ffc952e0a9519e96fd","constant_B","Constant-B","After week 5",1.63286168371309
74,1074,"44fe946085f2400c80cee533d6231e9a","constant_B","Constant-B","After week 5",1.33902879343722
75,1075,"0d820f5ccbfe13549eea216ee2513074","constant_B","Constant-B","After week 5",1.35347355627389
76,1076,"91d5e8bc67046e3d44e7a47924bb3404","constant_B","Constant-B","After week 5",1.72097831676512
77,1077,"4fe16663f3cfd5b374d35dd29d9cdca8","constant_B","Constant-B","After week 5",1.53238341031647
78,1078,"83a908c8ed5455b6c9ef246884162afc","constant_B","Constant-B","After week 5",1.43346677061578
79,1079,"022bd08caeebfca4473b74c3678f71c2","constant_B","Constant-B","After week 5",1.35470663444575
80,1080,"0bfd2bd8ee2ddc3923c9cef719215e45","constant_B","Constant-B","After week 5",1.7721752116519
81,1081,"b3ce4c9c57f114ee806b5ede899e654c","constant_B","Constant-B","After week 5",1.99421161090616
82,1082,"345f145ce6e49d5527737547b7d7bcc9","constant_B","Constant-B","After week 5",1.53293867966244
83,1083,"5cd6b677ff91eaefd7913f277989cb3a","constant_B","Constant-B","After week 5",1.61837113307206
84,1084,"ec4eb27a1b0dc4aef15289699a23db33","constant_B","Constant-B","After week 5",1.31083461446373
85,1085,"f306053231f91c40dca3c621e8419b61","constant_B","Constant-B","After week 5",1.47013164656868
86,1086,"e89799bf4fcfc5e7d882e1a15e433b0c","constant_B","Constant-B","After week 5",1.05929459643743
87,1087,"83d5cd04167b4c25b941369e1cd89c12","constant_B","Constant-B","After week 5",1.82291929058973
88,1088,"e68e6eddaef14b8f6833f1889cb09727","constant_B","Constant-B","After week 5",1.69289441336375
89,1089,"aa9cc98baf1a333684a7dcc3407aadc4","constant_B","Constant-B","After week 5",1.4670002412663
90,1090,"3b62c1a3abbc8f8d77b3f0094d799c08","constant_B","Constant-B","After week 5",2.18443021643441
91,1091,"ffb0df50d948dd9dad8db95b89578130","constant_B","Constant-B","After week 5",1.55068479548976
92,1092,"42c5e41b64f024125d08f483c49d5109","constant_B","Constant-B","After week 5",1.29184426002165
93,1093,"7866b869b011f99e5a6d626fd2b53319","constant_B","Constant-B","After week 5",1.39505369161111
94,1094,"cb6e4431d9ef11ffbb0c3c60fc93a658","constant_B","Constant-B","After week 5",1.74513173609721
95,1095,"e2c94ae6df04e9da8177ab346fbd245e","constant_B","Constant-B","After week 5",1.48722979726757
96,1096,"dce19abeba3755021094f84a48b227a7","constant_B","Constant-B","After week 5",1.68399936694628
97,1097,"5f10705eaab893b924c7745af7cbddc2","constant_B","Constant-B","After week 5",1.81538683133996
98,1098,"a0c73b07405f66c422d099e5a3c08c54","constant_B","Constant-B","After week 5",1.26579689719411
99,1099,"9d985583339f37fbacb7140d4222662d","constant_B","Constant-B","After week 5",1.36281572849347
100,1100,"8ea86fffc296b32f99e63ed723d89d90","constant_B","Constant-B","After week 5",2.34554483933557
101,1101,"51fea122ace66c28fcf6227076a2210d","constant_B","Constant-B","After week 5",1.46586796964066
102,1102,"87466aaae46506b8e351c34782985403","constant_B","Constant-B","After week 5",0.91850818499276
103,1103,"e898b26388bd31312b334e141687631d","constant_B","Constant-B","After week 5",1.66513833340993
104,1104,"f7b481c3a4568173c9a99c1b4d8c5521","constant_B","Constant-B","After week 5",1.45991940210637
105,1105,"fda815e14a2797f663c51a8c3fc66eeb","constant_B","Constant-B","After week 5",1.99704237412916
106,1106,"2ace1767dd5349b12ef5f3a5bd831ab8","constant_B","Constant-B","After week 5",2.09606159261628
107,1107,"d3c22607503e5f474a3f5ebe80ebdf3d","constant_B","Constant-B","After week 5",1.90115514601953
108,1108,"68aa1cfbcec0e4ea336983e4d1e49773","constant_B","Constant-B","After week 5",1.86812257561279
109,1109,"64378d1cf8147aa375c77012a1f6217d","constant_B","Constant-B","After week 5",1.40187597161125
110,1110,"4c9bdb3191d72e532b9af0440b61821e","constant_B","Constant-B","After week 5",2.57461126928035
111,1111,"90bc4d41e3adeb7ca6a265e34199593d","constant_B","Constant-B","After week 5",1.71529325045075
112,1112,"2de6dbe92e20217bcb1faa713be3c7e9","constant_B","Constant-B","After week 5",1.57612799484287
113,1113,"62d44f5b5cf3a1a10474477b2836ac7c","constant_B","Constant-B","After week 5",1.60575526968089
114,1114,"e8aa5c36f38132f5ccc9683b131a520e","constant_B","Constant-B","After week 5",1.45989902761962
115,1115,"527c2542099f691a2a03e60fc5521e3b","constant_B","Constant-B","After week 5",1.5720470539333
116,1116,"493ff3d28fe2680d1b7fc1f343262be6","constant_B","Constant-B","After week 5",1.850042512044
117,1117,"64dffb15867fda5ef262e2caf0e46bbf","constant_B","Constant-B","After week 5",1.38780993855149
118,1118,"4fe04592b1bd1b0073226474bda79a17","constant_B","Constant-B","After week 5",1.66654331378202
119,1119,"53a63bcc974e882529742ef97a8b74d5","constant_B","Constant-B","After week 5",1.55401402882079
120,1120,"4d64fbb86d0c71298cfafd74891b1601","constant_B","Constant-B","After week 5",1.12977832834471
121,1121,"fc119966f9fa86c9beb582f612bc73ec","constant_B","Constant-B","After week 5",1.61363083001833
122,1122,"2de2afe17b444c1be6ab135102d2e749","constant_B","Constant-B","After week 5",1.47825641789666
123,1123,"8b49cbb9e926a62a502c208b4a74393a","constant_B","Constant-B","After week 5",1.8650500630446
124,1124,"fee16d34d4badef781de40b823c932b3","constant_B","Constant-B","After week 5",1.8445294142124
125,1125,"49b1406d1f09cf7ccfb97517eb1d686b","constant_B","Constant-B","After week 5",2.41824234537544
126,1126,"89c12c0c7af03e2dcd492d20daed2fb8","constant_B","Constant-B","After week 5",1.41657346650876
127,1127,"d6cf87e625366c1649bd82f3bda75a50","constant_B","Constant-B","After week 5",1.20421748347378
128,1128,"e7c98f0c8ff03fc89b23b860ab6e055c","constant_B","Constant-B","After week 5",1.07096697026481
129,1129,"89bab4fa545504e51f4b5b765fa2b9ae","constant_B","Constant-B","After week 5",1.48456619659801
130,1130,"bf14545e60a11dc820244df794a9bbde","constant_B","Constant-B","After week 5",1.06442602320455
131,1131,"f9b4bd3734443873f1d31c98484de516","constant_B","Constant-B","After week 5",1.48617975325384
132,1132,"b571595faf7cf9bf9fb646335e089636","constant_B","Constant-B","After week 5",0.98924186067926
133,1133,"0a62c14ca9858effb08a88d2cabe1673","constant_B","Constant-B","After week 5",1.68452427894849
134,1134,"6cdb8dae15bac319b768e307416ee6b2","constant_B","Constant-B","After week 5",1.78857079664808
135,1135,"f5fbe5bac9e630e09a5f83fdcd75b932","constant_B","Constant-B","After week 5",1.88927145411185
136,1136,"75dc159ba49385507004b04106ac29e8","constant_B","Constant-B","After week 5",1.80506680946111
137,1137,"25af99e573ba8708856ba71f5d31801d","constant_B","Constant-B","After week 5",1.51727541648802
138,1138,"24ce0d2a3efbc542f5ad5931cbdb79aa","constant_B","Constant-B","After week 5",1.56821778157014
139,1139,"392c573a8d8baf810091dbff34258106","constant_B","Constant-B","After week 5",1.89512404417988
140,1140,"9af7f4bb9f26f77c38c192936cf0be33","constant_B","Constant-B","After week 5",1.3375648203429
141,1141,"bd55561900b24ec7c3c7ac64a514ac02","constant_B","Constant-B","After week 5",1.93835405072088
142,1142,"d1a06c9101d2c0ee727ae600038327ba","constant_B","Constant-B","After week 5",2.10423453480635
143,1143,"5e8bbd223a147392f54cce5f77c7b52e","constant_B","Constant-B","After week 5",1.39443155848741
144,1144,"a7c2af9704a9238a0ba07d099939a75d","constant_B","Constant-B","After week 5",1.19967172769648
145,1145,"2db60151e6a71b77be25757b07f7d413","constant_B","Constant-B","After week 5",1.57303587674925
146,1146,"11b683568a8c7109187e0d518ad44753","constant_B","Constant-B","After week 5",1.66791693387675
147,1147,"39e27a57bdf2c1c57e6c23b743348818","constant_B","Constant-B","After week 5",1.5110899835292
148,1148,"08f76d2a0f0fd7c0c65c77a4e3db66f5","constant_B","Constant-B","After week 5",1.72906773173344
149,1149,"73fb1389d38e28b1daab2d44d648d7dc","constant_B","Constant-B","After week 5",0.95385938453872
150,1150,"4538cec1dfd416909e103d8882091c24","constant_B","Constant-B","After week 5",1.40204771448594
151,1151,"c30a72bbd9994edc5a6a1c2aed4242b1","constant_B","Constant-B","After week 5",1.28458735867331
152,1152,"6a9c86481f4a2482e1b37d74f117071e","constant_B","Constant-B","After week 5",2.46866101561535
153,1153,"442e0ebc852ae02e3200593355a37960","constant_B","Constant-B","After week 5",1.64852387529649
154,1154,"64361962d8cd28975836ca41ffba829e","constant_B","Constant-B","After week 5",1.85794374506831
155,1155,"af7b6609489cc20efa3782fad07fa0d9","constant_B","Constant-B","After week 5",1.85690716021111
156,1156,"9d0dfa99ebb269242e3d64e8a5fe517c","constant_B","Constant-B","After week 5",1.11413834377603
157,1157,"66c6e6745a642b2c128f396464ab9c36","constant_B","Constant-B","After week 5",1.63056162078558
158,1158,"8f8136ef754c0743bae4dd275c47bf9b","constant_B","Constant-B","After week 5",1.47171025427573
159,1159,"6eeed27f9e2c16bae4fa14c32548d476","constant_B","Constant-B","After week 5",1.54121352786879
160,1160,"6fc5bd4defacec08d522e9606a883766","constant_B","Constant-B","After week 5",1.55655059330401
161,1161,"a357237d620a342d728f96dc8aac5757","constant_B","Constant-B","After week 5",1.50447371978197
162,1162,"4cc160a48b020eb4685997894bf01baf","constant_B","Constant-B","After week 5",1.57101821231828
163,1163,"e67c4eaea4e2842baa2a758c4beb2e82","constant_B","Constant-B","After week 5",1.85549267461845
164,1164,"d690f07a51a75e813d73e446e77eb394","constant_B","Constant-B","After week 5",1.34714564534042
165,1165,"50366235ff21bfd0a4d01f895b905c92","constant_B","Constant-B","After week 5",1.25034458621817
166,1166,"495d59eeef0b219751064d03c686254d","constant_B","Constant-B","After week 5",1.51303760035219
167,1167,"b8bc66b5036c4f6bd977937ad6e2a29d","constant_B","Constant-B","After week 5",1.7429926414582
168,1168,"d65d84681677642681932395599566ad","constant_B","Constant-B","After week 5",1.40178219956943
169,1169,"4b517b06b20afe2ab6f16f327d16edef","constant_B","Constant-B","After week 5",1.25364472563011
170,1170,"f32af8f5828cad3f276263ef3b9502fb","constant_B","Constant-B","After week 5",1.02615383147672
171,1171,"2ec9a3cf6058379814f756d7b9f93ea9","constant_B","Constant-B","After week 5",1.51411410974637
172,1172,"68d41d2891a14e960534c955889a715f","constant_B","Constant-B","After week 5",1.56865028746712
173,1173,"b998c1e8401789afff3d7d34e1be5997","constant_B","Constant-B","After week 5",1.58234932950392
174,1174,"7a6ced56beec68835d7a03f46b6af6e8","constant_B","Constant-B","After week 5",1.35286254930132
175,1175,"2744bfdd13475fbe6815e8986de922fa","constant_B","Constant-B","After week 5",1.49043005535968
176,1176,"c141df7878a0d44e38a58170b4492543","constant_B","Constant-B","After week 5",1.20357477680729
177,1177,"c17f97d975a2e6794ea31e8367d83e40","constant_B","Constant-B","After week 5",1.97695491448522
178,1178,"4f3cc0d975b486260ecd02e9ed831df5","constant_B","Constant-B","After week 5",1.35216763444396
179,1179,"6d4a044da028c76d3fafc003136384eb","constant_B","Constant-B","After week 5",1.65817636753352
180,1180,"ff3b24bb3a95e7b5178276b17e2c0dad","constant_B","Constant-B","After week 5",1.56155309087283
181,1181,"80dfab2294dc854a8695d1c1ce6265d9","constant_B","Constant-B","After week 5",1.50859052613305
182,1182,"941f9c48ec56eb19b25786187b006f10","constant_B","Constant-B","After week 5",1.86733595325964
183,1183,"2dc5d7e9b3e15c740d490d788211573a","constant_B","Constant-B","After week 5",1.23025508590752
184,1184,"77c6e00a79e8c3b3df80e1c4b0ff8023","constant_B","Constant-B","After week 5",1.43813314676187
185,1185,"52e3986fb55b179cf59e4540a86a982d","constant_B","Constant-B","After week 5",1.00120307335378
186,1186,"ccc0636a72fb6ba022578cc100c8cb7c","constant_B","Constant-B","After week 5",1.50090363359215
187,1187,"7409506000aab5f15ec58cc3dd3fb72e","constant_B","Constant-B","After week 5",1.98915102777351
188,1188,"0e1b1e567b5a85241d50f71772de9be1","constant_B","Constant-B","After week 5",1.34794562416894
189,1189,"02453cd2773e7494e1a4738ba6f3c7a1","constant_B","Constant-B","After week 5",1.28035456445111
190,1190,"e11e338409fdbfff7af641a286a93437","constant_B","Constant-B","After week 5",1.49549240191978
191,1191,"88ccda7d997701880c9d0c636b220b1e","constant_B","Constant-B","After week 5",1.46853535715138
192,1192,"9a5e00955ca9971800073dd3e4c28ad7","constant_B","Constant-B","After week 5",1.26944234199487
193,1193,"50b5e6cbc49ffa79634e56edd10b8bf0","constant_B","Constant-B","After week 5",1.7798974052997
194,1194,"1f0b118441ef88f9f7e1c86a5d22c593","constant_B","Constant-B","After week 5",1.31887010831789
195,1195,"4b29886fa0376b89caa9cc697a80dc98","constant_B","Constant-B","After week 5",1.45516455665178
196,1196,"4a7772e1b5862480e3537a3124e41c07","constant_B","Constant-B","After week 5",0.97445866571104
197,1197,"80e2caf0dbc5ddb7f96d7faf9fa1bf49","constant_B","Constant-B","After week 5",1.20888503483755
198,1198,"9cf5a39df21d5a234b9a57056ebe1360","constant_B","Constant-B","After week 5",1.3335205297507
199,1199,"f24eafb51b8268645a90a1a9cbcc2a5c","constant_B","Constant-B","After week 5",1.82308864699168
200,1200,"2276182a83b89b4d2f8bfc96d14895ca","constant_B","Constant-B","After week 5",1.66890855653427
